step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;22294020;0;1;86;245;16.52;1.17;-1.00;0.00;86;0;0.00;159
0;0;22294047;0;0;99;245;15.61;1.08;-1.00;0.13;99;0;1.00;146
0;0;22294048;0;1;118;245;14.83;1.01;-1.00;0.43;118;0;2.00;127
0;0;22294050;0;2;130;245;13.96;0.95;-1.00;0.67;130;0;3.00;115
0;0;22294051;0;3;144;245;12.91;0.87;-1.00;0.99;144;0;4.00;101
0;0;22294052;0;4;153;245;11.88;0.80;-1.00;1.23;153;0;5.00;92
0;0;22294053;0;7;165;245;10.92;0.73;-1.00;1.58;165;0;6.00;80
0;0;22294055;0;10;171;245;10.34;0.69;-1.00;1.77;171;0;7.00;74
0;0;22294056;0;17;181;246;9.85;0.65;-1.00;2.11;181;0;8.00;65
0;0;22294058;0;19;185;247;9.46;0.63;-1.00;2.26;185;0;9.00;62
0;0;22294062;0;23;194;247;9.05;0.60;-1.00;2.62;194;0;10.00;53
0;0;22294064;0;27;200;248;8.68;0.57;-1.00;2.82;200;0;11.00;48
1;0;22294066;1;27;206;248;8.63;0.57;12.00;3.09;205;0;12.00;42
1;0;22294068;1;33;211;248;8.68;0.56;12.00;3.32;210;0;13.00;37
1;0;22294070;1;36;214;248;8.68;0.56;12.00;3.47;213;0;14.00;34
1;0;22294072;1;39;222;252;8.52;0.55;12.00;3.76;221;0;15.00;30
1;0;22294076;1;44;223;252;8.59;0.55;12.00;3.82;222;0;16.00;29
1;0;22294079;1;47;227;252;8.65;0.55;12.00;4.02;226;0;17.00;25
2;0;22294081;2;51;230;255;8.59;0.55;15.00;4.20;228;0;18.00;25
2;0;22294084;2;59;233;255;8.62;0.54;15.00;4.25;231;0;19.00;22
3;0;22294093;3;64;234;255;8.65;0.54;16.67;4.32;231;0;20.00;21
3;0;22294097;3;69;241;259;8.82;0.55;16.67;4.47;238;0;21.00;18
3;0;22294100;3;73;242;260;8.89;0.56;16.67;4.46;239;0;22.00;18
3;0;22294103;3;78;244;260;8.86;0.56;16.67;4.61;241;0;23.00;16
3;0;22294105;3;79;248;264;8.79;0.55;16.67;4.63;245;0;24.00;16
5;0;22294108;5;82;251;264;8.78;0.55;20.00;4.78;246;0;25.00;13
6;0;22294112;6;85;252;264;8.80;0.55;20.83;4.81;246;0;26.00;12
6;0;22294116;6;91;252;265;8.80;0.55;20.83;4.81;246;0;27.00;13
6;0;22294119;6;96;253;265;8.68;0.54;20.83;4.90;247;0;28.00;12
6;0;22294122;6;98;259;271;8.56;0.53;20.83;4.85;253;0;29.00;12
6;0;22294128;6;98;260;271;8.41;0.52;20.83;4.95;254;0;30.00;11
6;0;22294131;6;98;261;272;8.43;0.52;20.83;4.93;255;0;31.00;11
8;0;22294134;8;101;262;272;8.34;0.52;23.25;4.93;254;0;32.00;10
8;0;22294137;8;106;262;272;8.36;0.52;23.25;4.93;254;0;33.00;10
9;0;22294140;9;109;263;272;8.33;0.52;24.44;5.04;254;0;34.00;9
9;0;22294144;9;110;264;272;8.30;0.51;24.44;5.15;255;0;35.00;8
