step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;623035377;0;1;92;245;15.98;1.12;-1.00;0.00;92;0;0.00;153
0;0;623035404;0;1;102;245;15.11;1.05;-1.00;0.10;102;0;1.00;143
0;0;623035406;0;2;121;245;14.36;0.98;-1.00;0.40;121;0;2.00;124
0;0;623035407;0;3;136;245;13.48;0.91;-1.00;0.68;136;0;3.00;109
0;0;623035408;0;4;150;245;12.58;0.85;-1.00;0.99;150;0;4.00;95
0;0;623035409;0;5;161;245;11.58;0.78;-1.00;1.27;161;0;5.00;84
0;0;623035411;0;5;173;245;10.88;0.72;-1.00;1.60;173;0;6.00;72
0;0;623035413;0;12;180;245;10.31;0.69;-1.00;1.81;180;0;7.00;65
0;0;623035414;0;20;189;246;9.84;0.65;-1.00;2.10;189;0;8.00;57
0;0;623035416;0;21;195;247;9.51;0.63;-1.00;2.31;195;0;9.00;52
0;0;623035418;0;17;201;247;9.33;0.61;-1.00;2.54;201;0;10.00;46
0;0;623035420;0;24;205;248;9.11;0.60;-1.00;2.66;205;0;11.00;43
1;0;623035422;1;30;209;248;8.89;0.58;12.00;2.84;208;0;12.00;39
1;0;623035425;1;30;214;248;8.71;0.57;12.00;3.07;213;0;13.00;34
2;0;623035427;2;40;219;248;8.47;0.55;13.00;3.32;217;0;14.00;29
2;0;623035429;2;38;224;252;8.37;0.54;13.00;3.43;222;0;15.00;28
2;0;623035432;2;45;227;252;8.23;0.53;13.00;3.53;225;0;16.00;25
2;0;623035435;2;53;228;252;8.17;0.52;13.00;3.59;226;0;17.00;24
2;0;623035438;2;60;233;255;8.07;0.51;13.00;3.82;231;0;18.00;22
3;0;623035440;3;62;235;255;8.02;0.51;15.00;3.95;232;0;19.00;20
3;0;623035443;3;67;237;255;7.94;0.50;15.00;4.09;234;0;20.00;18
5;0;623035446;5;70;242;259;8.11;0.51;17.40;4.11;237;0;21.00;17
6;0;623035449;6;74;244;260;8.21;0.52;18.00;4.17;238;0;22.00;16
6;0;623035451;6;80;246;260;8.17;0.52;18.00;4.32;240;0;23.00;14
6;0;623035454;6;83;252;264;8.27;0.52;18.00;4.41;246;0;24.00;12
6;0;623035457;6;88;253;264;8.39;0.53;18.00;4.49;247;0;25.00;11
6;0;623035460;6;90;253;264;8.55;0.54;18.00;4.49;247;0;26.00;11
6;0;623035463;6;90;255;265;8.63;0.54;18.00;4.61;249;0;27.00;10
6;0;623035473;6;92;255;265;8.72;0.54;18.00;4.61;249;0;28.00;10
6;0;623035475;6;92;261;271;8.70;0.54;18.00;4.64;255;0;29.00;10
6;0;623035481;6;95;262;271;8.64;0.53;18.00;4.73;256;0;30.00;9
7;0;623035484;7;96;263;272;8.57;0.53;19.43;4.72;256;0;31.00;9
7;0;623035487;7;98;263;272;8.67;0.54;19.43;4.72;256;0;32.00;9
8;0;623035490;8;99;264;272;8.71;0.54;21.13;4.76;256;0;33.00;8
9;0;623035494;9;100;266;272;8.75;0.54;22.56;4.94;257;0;34.00;6
11;0;623035497;11;104;267;272;8.71;0.54;24.27;4.99;256;0;35.00;5
11;0;623035500;11;109;276;284;8.90;0.55;24.27;4.83;265;0;36.00;8
11;0;623035504;11;110;278;284;8.86;0.55;24.27;4.86;267;0;37.00;6
11;0;623035507;11;112;279;284;8.82;0.54;24.27;4.85;268;0;38.00;5
11;0;623035509;11;114;281;284;8.65;0.53;24.27;4.84;270;0;39.00;3
12;0;623035512;12;117;281;284;8.59;0.53;25.17;4.84;269;0;40.00;3
13;0;623035515;13;121;281;284;8.45;0.52;26.08;4.84;268;0;41.00;3
13;0;623035518;13;123;285;288;8.45;0.52;26.08;4.78;272;0;42.00;3
13;0;623035521;13;128;285;288;8.26;0.51;26.08;4.78;272;0;43.00;3
