interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;7.06;0;5.00;1;2;16.82;7.06
0.00;30.00;120.00;6.79;1;5.00;1;2;22.55;6.79
0.00;30.00;120.00;7.68;2;5.00;1;2;29.95;7.68
0.00;30.00;120.00;6.76;3;5.00;1;2;35.83;6.76
0.00;30.00;120.00;5.42;4;5.00;1;1;3.08;5.42
0.00;30.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;3.63;6;5.00;1;1;4.59;3.63
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.92;8;5.00;1;1;1.68;9.92
0.00;30.00;120.00;9.66;9;12.00;1;1;4.14;9.66
0.00;30.00;720.00;3.90;10;6.17;6;6;29.13;7.12
0.00;30.00;600.00;3.44;11;5.00;5;5;24.24;5.49
0.00;30.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.48;13;5.00;1;1;1.76;9.48
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;17.15;110;5.00;3;3;2.92;17.17
0.00;30.00;120.00;8.34;111;5.00;1;1;2.00;8.34
0.00;30.00;600.00;9.65;112;5.00;5;5;8.63;10.22
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;16;-1.00;0;1;0.89;-1.00
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;20;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;15.44;23;5.00;8;8;8.63;15.50
0.00;30.00;120.00;9.27;24;5.00;1;1;1.80;9.27
0.00;30.00;120.00;9.78;25;5.00;1;1;1.70;9.78
0.00;30.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.47;28;5.00;1;2;16.83;5.47
0.00;30.00;120.00;4.26;29;5.00;1;1;3.91;4.26
0.00;30.00;120.00;5.44;30;5.00;1;2;41.60;5.44
0.00;30.00;120.00;4.68;31;5.00;1;1;3.56;4.68
0.00;30.00;240.00;18.39;150;5.00;2;2;1.81;18.39
0.00;30.00;120.00;19.89;151;12.00;1;1;2.01;19.89
0.00;30.00;600.00;6.07;152;6.40;5;5;24.00;8.90
0.00;30.00;1080.00;14.57;153;5.78;9;9;11.72;14.65
0.00;30.00;0.00;-1.00;32;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;18.56;33;5.00;1;1;0.90;18.56
0.00;30.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;13.58;36;5.00;3;3;3.68;13.87
0.00;30.00;960.00;14.50;37;5.00;8;8;9.19;15.18
0.00;30.00;0.00;-1.00;38;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;40;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;17.63;42;5.00;1;1;0.95;17.63
0.00;30.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;8.70;44;5.00;2;3;4.73;8.83
0.00;30.00;960.00;9.33;45;5.00;8;9;17.62;9.36
0.00;30.00;0.00;-1.00;46;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;6.63;47;5.00;2;3;76.75;7.05
0.00;30.00;120.00;5.80;48;5.00;1;2;81.03;5.80
0.00;30.00;120.00;5.49;49;5.00;1;2;80.10;5.49
0.00;30.00;0.00;-1.00;50;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;51;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;54;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;19.03;56;5.00;1;1;0.88;19.03
0.00;30.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;58;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;60;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;62;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;19.35;64;5.00;1;1;0.86;19.35
0.00;30.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.73;66;5.00;1;2;76.75;5.73
0.00;30.00;120.00;5.52;67;5.00;1;2;76.65;5.52
0.00;30.00;120.00;5.53;68;5.00;1;2;76.07;5.53
0.00;30.00;0.00;-1.00;69;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;70;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;71;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;7.97;72;5.00;1;1;2.09;7.97
0.00;30.00;0.00;-1.00;73;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;18.59;74;5.00;3;3;2.69;18.59
0.00;30.00;480.00;17.46;75;5.00;4;4;3.82;17.53
0.00;30.00;960.00;18.09;76;5.00;8;8;7.37;18.14
0.00;30.00;0.00;-1.00;78;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;10.34;79;5.00;1;1;1.61;10.34
0.00;30.00;0.00;-1.00;80;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;82;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;83;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;84;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;85;-1.00;0;0;0.00;-1.00
0.00;30.00;1080.00;13.91;86;5.00;9;9;10.78;14.96
0.00;30.00;960.00;17.78;87;5.00;8;8;7.50;17.83
0.00;30.00;0.00;-1.00;88;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;89;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;90;-1.00;0;0;0.00;-1.00
0.00;30.00;480.00;19.09;92;5.00;4;4;3.49;19.10
0.00;30.00;120.00;21.40;93;5.00;1;1;0.78;21.40
0.00;30.00;120.00;16.84;94;5.00;1;1;0.99;16.84
0.00;30.00;0.00;-1.00;96;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;97;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;98;-1.00;0;0;0.00;-1.00
0.00;30.00;600.00;18.12;100;5.00;5;5;4.60;18.13
0.00;30.00;240.00;18.75;101;5.00;2;2;1.78;18.79
0.00;30.00;120.00;16.78;102;5.00;1;1;0.99;16.78
0.00;30.00;0.00;-1.00;104;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;13.29;105;5.00;1;1;1.25;13.29
0.00;30.00;120.00;3.55;106;5.00;1;2;86.73;3.55
0.00;30.00;0.00;-1.00;107;-1.00;0;1;83.92;-1.00
0.00;30.00;0.00;-1.00;108;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;109;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;0;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;1;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;2;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;3;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;4;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;6;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;9.33;8;8.50;2;2;6.07;9.33
30.00;60.00;0.00;-1.00;9;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;7.39;10;12.00;1;1;5.42;7.39
30.00;60.00;120.00;14.51;11;5.00;1;1;1.15;14.51
30.00;60.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
