step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;622961333;0;1;90;245;16.26;1.14;-1.00;0.00;90;0;0.00;155
0;0;622961363;0;0;100;245;15.40;1.07;-1.00;0.10;100;0;1.00;145
0;0;622961364;0;1;120;245;14.69;1.00;-1.00;0.42;120;0;2.00;125
0;0;622961365;0;3;136;245;13.51;0.91;-1.00;0.72;136;0;3.00;109
0;0;622961367;0;3;149;245;12.77;0.85;-1.00;1.01;149;0;4.00;96
0;0;622961368;0;5;161;245;11.69;0.78;-1.00;1.30;161;0;5.00;84
0;0;622961370;0;7;168;245;10.86;0.72;-1.00;1.50;168;0;6.00;77
0;0;622961371;0;13;179;245;10.14;0.67;-1.00;1.84;179;0;7.00;66
0;0;622961373;0;17;185;246;9.68;0.64;-1.00;2.04;185;0;8.00;61
0;0;622961375;0;22;189;247;9.43;0.62;-1.00;2.19;189;0;9.00;58
0;0;622961378;0;25;198;247;9.01;0.60;-1.00;2.54;198;0;10.00;49
0;0;622961379;0;29;203;248;8.71;0.57;-1.00;2.70;203;0;11.00;45
1;0;622961382;1;32;207;248;8.59;0.56;12.00;2.88;206;0;12.00;41
2;0;622961384;2;30;211;248;8.41;0.55;12.50;3.07;209;0;13.00;37
2;0;622961386;2;38;213;248;8.42;0.55;12.50;3.17;211;0;14.00;35
2;0;622961389;2;42;220;252;8.31;0.54;12.50;3.42;218;0;15.00;32
2;0;622961392;2;45;222;252;8.28;0.53;12.50;3.50;220;0;16.00;30
2;0;622961394;2;47;226;252;8.29;0.53;12.50;3.68;224;0;17.00;26
2;0;622961397;2;51;229;255;8.44;0.54;12.50;3.79;227;0;18.00;26
2;0;622961399;2;58;230;255;8.58;0.54;12.50;3.86;228;0;19.00;25
3;0;622961402;3;66;234;255;8.53;0.54;15.00;4.07;231;0;20.00;21
4;0;622961405;4;69;240;259;8.77;0.55;16.50;4.16;236;0;21.00;19
4;0;622961409;4;73;244;260;8.83;0.56;16.50;4.37;240;0;22.00;16
5;0;622961411;5;75;245;260;8.85;0.56;17.80;4.44;240;0;23.00;15
5;0;622961414;5;82;250;264;8.89;0.56;17.80;4.55;245;0;24.00;14
5;0;622961418;5;83;253;264;8.98;0.56;17.80;4.62;248;0;25.00;11
6;0;622961420;6;86;254;264;8.97;0.56;19.17;4.71;248;0;26.00;10
6;0;622961424;6;87;254;265;9.05;0.56;19.17;4.71;248;0;27.00;11
6;0;622961426;6;88;254;265;9.02;0.56;19.17;4.71;248;0;28.00;11
6;0;622961430;6;91;260;271;8.91;0.55;19.17;4.73;254;0;29.00;11
6;0;622961435;6;94;261;271;8.78;0.54;19.17;4.83;255;0;30.00;10
8;0;622961438;8;97;264;272;8.58;0.53;21.75;4.91;256;0;31.00;8
8;0;622961441;8;99;265;272;8.55;0.53;21.75;5.01;257;0;32.00;7
8;0;622961444;8;103;266;272;8.47;0.53;21.75;5.08;258;0;33.00;6
8;0;622961447;8;104;266;272;8.50;0.53;21.75;5.08;258;0;34.00;6
8;0;622961450;8;108;267;272;8.56;0.53;21.75;5.12;259;0;35.00;5
9;0;622961453;9;111;278;284;8.84;0.55;23.33;4.95;269;0;36.00;6
10;0;622961457;10;115;279;284;8.81;0.55;24.00;4.94;269;0;37.00;5
10;0;622961460;10;117;280;284;8.75;0.54;24.00;4.93;270;0;38.00;4
11;0;622961463;11;117;280;284;8.65;0.54;25.18;4.93;269;0;39.00;4
13;0;622961467;13;120;280;284;8.46;0.52;26.85;4.93;267;0;40.00;4
14;0;622961470;14;125;280;284;8.32;0.52;27.57;4.93;266;0;41.00;4
