step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;623316192;0;1;91;245;15.96;1.12;-1.00;0.00;91;0;0.00;154
0;0;623316221;0;0;104;245;14.91;1.03;-1.00;0.13;104;0;1.00;141
0;0;623316222;0;2;123;245;14.07;0.96;-1.00;0.41;123;0;2.00;122
0;0;623316223;0;4;136;245;13.04;0.88;-1.00;0.66;136;0;3.00;109
0;0;623316224;0;4;149;245;12.11;0.81;-1.00;0.95;149;0;4.00;96
0;0;623316226;0;7;156;245;11.35;0.76;-1.00;1.13;156;0;5.00;89
0;0;623316227;0;8;167;245;10.65;0.71;-1.00;1.46;167;0;6.00;78
0;0;623316229;0;14;175;245;10.09;0.67;-1.00;1.71;175;0;7.00;70
0;0;623316230;0;19;184;246;9.62;0.64;-1.00;2.02;184;0;8.00;62
0;0;623316232;0;19;189;247;9.37;0.62;-1.00;2.20;189;0;9.00;58
0;0;623316234;0;24;195;247;9.16;0.61;-1.00;2.44;195;0;10.00;52
0;0;623316236;0;31;200;248;9.07;0.60;-1.00;2.61;200;0;11.00;48
2;0;623316238;2;33;206;248;8.77;0.58;12.00;2.88;204;0;12.00;42
2;0;623316240;2;38;209;248;8.76;0.57;12.00;3.02;207;0;13.00;39
2;0;623316243;2;42;213;248;8.66;0.56;12.00;3.23;211;0;14.00;35
2;0;623316245;2;45;218;252;8.68;0.56;12.00;3.37;216;0;15.00;34
2;0;623316249;2;48;219;252;8.71;0.56;12.00;3.43;217;0;16.00;33
2;0;623316251;2;50;223;252;8.65;0.55;12.00;3.67;221;0;17.00;29
2;0;623316254;2;59;225;255;8.78;0.56;12.00;3.80;223;0;18.00;30
3;0;623316257;3;62;228;255;8.74;0.55;14.33;4.00;225;0;19.00;27
4;0;623316259;4;64;232;255;8.73;0.55;15.75;4.28;228;0;20.00;23
5;0;623316262;5;66;238;259;8.98;0.57;16.80;4.33;233;0;21.00;21
6;0;623316265;6;69;241;260;8.91;0.56;17.50;4.49;235;0;22.00;19
6;0;623316268;6;74;243;260;8.85;0.56;17.50;4.57;237;0;23.00;17
7;0;623316277;7;82;248;264;8.64;0.54;18.43;4.78;241;0;24.00;16
7;0;623316280;7;88;250;264;8.55;0.53;18.43;4.75;243;0;25.00;14
7;0;623316283;7;89;251;264;8.51;0.53;18.43;4.74;244;0;26.00;13
7;0;623316286;7;92;252;265;8.49;0.53;18.43;4.83;245;0;27.00;13
7;0;623316289;7;98;253;265;8.40;0.52;18.43;4.92;246;0;28.00;12
7;0;623316291;7;98;259;271;8.27;0.51;18.43;4.94;252;0;29.00;12
7;0;623316296;7;97;260;271;8.13;0.50;18.43;4.98;253;0;30.00;11
7;0;623316299;7;101;261;272;7.98;0.49;18.43;4.97;254;0;31.00;11
8;0;623316302;8;103;261;272;7.88;0.49;19.75;4.97;253;0;32.00;11
10;0;623316305;10;105;262;272;7.85;0.49;22.40;5.07;252;0;33.00;10
11;0;623316308;11;108;262;272;7.89;0.49;23.00;5.07;251;0;34.00;10
11;0;623316311;11;111;262;272;7.98;0.50;23.00;5.07;251;0;35.00;10
12;0;623316314;12;114;273;284;8.28;0.51;23.75;5.07;261;0;36.00;11
12;0;623316318;12;116;273;284;8.28;0.52;23.75;5.07;261;0;37.00;11
12;0;623316320;12;120;274;284;8.34;0.52;23.75;5.05;262;0;38.00;10
12;0;623316323;12;123;275;284;8.40;0.52;23.75;5.18;263;0;39.00;9
13;0;623316326;13;125;276;284;8.33;0.51;24.62;5.27;263;0;40.00;8
16;0;623316329;16;128;276;284;8.15;0.50;26.06;5.27;260;0;41.00;8
16;0;623316332;16;131;283;288;8.20;0.51;26.06;5.34;267;0;42.00;5
17;0;623316335;17;132;284;288;8.04;0.50;26.65;5.35;267;0;43.00;4
18;0;623316338;18;135;287;292;7.87;0.49;27.28;5.30;269;0;44.00;5
18;0;623316342;18;138;290;294;7.69;0.48;27.28;5.28;272;0;45.00;4
18;0;623316345;18;140;290;294;7.49;0.47;27.28;5.28;272;0;46.00;4
19;0;623316347;19;141;290;294;7.38;0.46;28.32;5.28;271;0;47.00;4
19;0;623316350;19;144;301;307;7.59;0.47;28.32;5.10;282;0;48.00;6
19;0;623316354;19;145;302;307;7.52;0.47;28.32;5.09;283;0;49.00;5
19;0;623316357;19;149;302;307;7.44;0.47;28.32;5.09;283;0;50.00;5
19;0;623316359;19;148;303;308;7.45;0.47;28.32;5.08;284;0;51.00;5
20;0;623316362;20;147;304;309;7.39;0.46;29.50;5.06;284;0;52.00;5
20;0;623316365;20;149;304;309;7.44;0.46;29.50;5.06;284;0;53.00;5
20;0;623316368;20;151;306;312;7.52;0.47;29.50;5.03;286;0;54.00;6
21;0;623316371;21;154;306;312;7.44;0.46;30.67;5.03;285;0;55.00;6
22;0;623316374;22;143;307;312;7.42;0.46;30.18;5.02;285;0;56.00;5
24;0;623316377;24;138;307;312;7.28;0.45;30.54;5.02;283;0;57.00;5
25;0;623316379;25;135;312;318;7.26;0.45;31.64;4.96;287;0;58.00;6
25;0;623316383;25;139;312;318;7.24;0.45;31.64;4.96;287;0;59.00;6
26;0;623316387;26;140;312;318;7.21;0.44;32.73;4.96;286;0;60.00;6
26;0;623316390;26;147;312;318;7.25;0.45;32.73;4.96;286;0;61.00;6
27;0;623316393;27;149;316;322;7.37;0.45;33.70;4.91;289;0;62.00;6
28;0;623316396;28;152;317;323;7.52;0.46;33.25;4.89;289;0;63.00;6
29;0;623316399;29;153;317;323;7.61;0.47;34.21;4.89;288;0;64.00;6
31;0;623316401;31;153;318;324;7.67;0.47;36.13;4.88;287;0;65.00;6
31;0;623316405;31;153;318;324;7.66;0.47;36.13;4.88;287;0;66.00;6
32;0;623316407;32;144;318;324;7.70;0.47;37.09;4.88;286;0;67.00;6
32;0;623316410;32;140;318;324;7.78;0.48;37.09;4.88;286;0;68.00;6
33;0;623316413;33;138;318;324;7.77;0.48;37.82;4.88;285;0;69.00;6
34;0;623316416;34;133;318;324;7.86;0.48;38.74;4.88;284;0;70.00;6
36;0;623316419;36;128;318;324;7.97;0.49;39.78;4.88;282;0;71.00;6
36;0;623316422;36;133;352;394;8.27;0.51;39.78;4.41;316;0;72.00;42
37;0;623316433;37;127;353;395;8.45;0.52;40.68;4.40;316;0;73.00;42
37;0;623316438;37;121;360;395;8.78;0.54;40.68;4.35;323;0;74.00;35
38;0;623316442;38;121;362;395;9.02;0.55;41.47;4.34;324;0;75.00;33
39;0;623316445;39;117;365;395;9.31;0.57;42.36;4.34;326;0;76.00;30
39;0;623316454;39;117;366;395;9.42;0.57;42.36;4.34;327;0;77.00;29
39;0;623316463;39;117;369;395;9.55;0.58;42.36;4.36;330;0;78.00;26
39;0;623316473;39;118;372;395;9.60;0.58;42.36;4.38;333;0;79.00;23
39;0;623316478;39;118;375;396;9.57;0.58;42.36;4.41;336;0;80.00;21
41;0;623316482;41;118;378;397;9.61;0.58;43.80;4.44;337;0;81.00;19
43;0;623316487;43;120;380;397;9.54;0.58;45.58;4.45;337;0;82.00;17
43;0;623316491;43;121;385;401;9.43;0.57;45.58;4.41;342;0;83.00;16
43;0;623316496;43;127;385;401;9.43;0.57;45.58;4.41;342;0;84.00;16
43;0;623316499;43;129;385;401;9.37;0.57;45.58;4.41;342;0;85.00;16
43;0;623316502;43;128;385;401;9.24;0.56;45.58;4.41;342;0;86.00;16
44;0;623316506;44;128;390;407;9.22;0.56;46.52;4.37;346;0;87.00;17
44;0;623316510;44;129;390;407;9.17;0.56;46.52;4.37;346;0;88.00;17
45;0;623316514;45;131;390;407;9.05;0.55;47.38;4.37;345;0;89.00;17
50;0;623316519;50;136;394;413;8.91;0.54;51.56;4.32;344;0;90.00;19
50;0;623316523;50;133;394;413;8.88;0.54;51.56;4.32;344;0;91.00;19
53;0;623316527;53;135;396;413;8.79;0.54;53.85;4.31;343;0;92.00;17
56;0;623316532;56;133;397;414;8.65;0.53;55.95;4.30;341;0;93.00;17
56;0;623316535;56;136;398;415;8.69;0.53;55.95;4.29;342;0;94.00;17
58;0;623316539;58;136;398;415;8.61;0.53;56.88;4.29;340;0;95.00;17
59;0;623316542;59;139;409;428;8.55;0.52;57.54;4.18;350;0;96.00;19
61;0;623316547;61;138;409;428;8.53;0.52;58.74;4.18;348;0;97.00;19
63;0;623316550;63;134;409;428;8.52;0.52;58.84;4.18;346;0;98.00;19
