step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;628026466;0;1;85;245;16.32;1.15;-1.00;0.00;85;0;0.00;160
0;0;628026493;0;0;99;245;15.40;1.07;-1.00;0.14;99;0;1.00;146
0;0;628026494;0;1;120;245;14.79;1.01;-1.00;0.47;120;0;2.00;125
0;0;628026495;0;2;133;245;13.51;0.91;-1.00;0.71;133;0;3.00;112
0;0;628026496;0;2;144;245;12.65;0.85;-1.00;0.97;144;0;4.00;101
0;0;628026498;0;5;154;245;11.80;0.79;-1.00;1.23;154;0;5.00;91
0;0;628026499;0;8;163;245;11.18;0.75;-1.00;1.49;163;0;6.00;82
0;0;628026501;0;16;169;245;10.54;0.70;-1.00;1.69;169;0;7.00;76
0;0;628026503;0;17;178;246;9.95;0.66;-1.00;2.01;178;0;8.00;68
0;0;628026505;0;17;180;247;9.80;0.65;-1.00;2.08;180;0;9.00;67
0;0;628026507;0;21;188;247;9.59;0.63;-1.00;2.42;188;0;10.00;59
0;0;628026509;0;25;193;248;9.43;0.62;-1.00;2.59;193;0;11.00;55
1;0;628026511;1;28;202;248;9.22;0.60;12.00;3.01;201;0;12.00;46
1;0;628026514;1;33;205;248;9.34;0.61;12.00;3.16;204;0;13.00;43
1;0;628026516;1;33;210;248;9.33;0.61;12.00;3.41;209;0;14.00;38
1;0;628026519;1;37;214;252;9.28;0.60;12.00;3.53;213;0;15.00;38
1;0;628026522;1;40;216;252;9.31;0.60;12.00;3.58;215;0;16.00;36
1;0;628026524;1;47;222;252;8.92;0.57;12.00;3.95;221;0;17.00;30
1;0;628026527;1;48;224;255;8.97;0.57;12.00;3.99;223;0;18.00;31
1;0;628026530;1;56;227;255;8.97;0.57;12.00;4.19;226;0;19.00;28
2;0;628026533;2;58;229;255;8.99;0.57;16.00;4.33;227;0;20.00;26
4;0;628026535;4;64;237;259;8.96;0.57;18.50;4.55;233;0;21.00;22
4;0;628026539;4;70;239;260;9.04;0.57;18.50;4.61;235;0;22.00;21
4;0;628026541;4;71;242;260;9.15;0.58;18.50;4.80;238;0;23.00;18
5;0;628026544;5;75;246;264;9.22;0.58;19.60;4.82;241;0;24.00;18
5;0;628026548;5;79;249;264;9.10;0.57;19.60;4.99;244;0;25.00;15
5;0;628026551;5;81;250;264;9.07;0.56;19.60;5.08;245;0;26.00;14
6;0;628026554;6;83;252;265;9.14;0.57;20.17;5.14;246;0;27.00;13
6;0;628026557;6;84;253;265;9.27;0.58;20.17;5.23;247;0;28.00;12
6;0;628026560;6;87;258;271;9.26;0.57;20.17;5.26;252;0;29.00;13
6;0;628026565;6;88;259;271;9.26;0.57;20.17;5.36;253;0;30.00;12
7;0;628026568;7;91;261;272;9.09;0.56;21.29;5.44;254;0;31.00;11
7;0;628026572;7;95;264;272;8.87;0.55;21.29;5.63;257;0;32.00;8
8;0;628026574;8;97;264;272;8.78;0.54;22.75;5.63;256;0;33.00;8
8;0;628026578;8;104;265;272;8.73;0.54;22.75;5.67;257;0;34.00;7
8;0;628026580;8;106;266;272;8.64;0.53;22.75;5.69;258;0;35.00;6
10;1;628026584;10;111;278;284;8.78;0.55;24.30;5.47;268;1;36.00;6
10;1;628026595;10;116;278;284;8.75;0.54;24.30;5.47;268;1;37.00;6
11;1;628026604;11;120;279;284;8.73;0.54;25.55;5.49;268;1;38.00;5
11;1;628026613;11;119;279;284;8.64;0.54;25.55;5.49;268;1;39.00;5
12;1;628026616;12;122;280;284;8.59;0.53;26.50;5.49;268;1;40.00;4
13;1;628026619;13;123;280;284;8.41;0.52;26.00;5.49;267;1;41.00;4
