interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;6.96;0;5.00;1;2;17.27;6.96
0.00;30.00;120.00;7.56;1;5.00;1;2;22.98;7.56
0.00;30.00;120.00;7.95;2;5.00;1;2;25.50;7.95
0.00;30.00;120.00;6.66;3;5.00;1;2;30.65;6.66
0.00;30.00;120.00;4.91;4;5.00;1;1;3.39;4.91
0.00;30.00;120.00;4.45;5;5.00;1;1;3.75;4.45
0.00;30.00;0.00;-1.00;6;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.40;8;5.00;1;1;1.77;9.40
0.00;30.00;120.00;10.17;9;12.00;1;1;3.93;10.17
0.00;30.00;840.00;3.62;10;6.00;7;7;35.94;5.90
0.00;30.00;480.00;2.38;11;5.00;4;4;27.98;7.78
0.00;30.00;120.00;9.33;12;5.00;1;1;1.79;9.33
0.00;30.00;0.00;-1.00;13;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;600.00;13.52;110;5.00;5;5;6.16;13.70
0.00;30.00;240.00;12.25;111;5.00;2;2;2.72;12.25
0.00;30.00;240.00;15.23;112;5.00;2;2;2.19;15.23
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;3.75;16;5.00;1;1;4.45;3.75
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;16.92;20;5.00;1;1;0.98;16.92
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;840.00;14.67;23;5.00;7;7;7.95;14.81
0.00;30.00;240.00;8.39;24;5.00;2;2;3.97;8.39
0.00;30.00;0.00;-1.00;25;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.58;28;5.00;1;2;34.28;5.58
0.00;30.00;120.00;4.27;29;5.00;1;2;15.29;4.27
0.00;30.00;120.00;5.17;30;5.00;1;1;3.22;5.17
0.00;30.00;0.00;-1.00;31;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;19.93;150;5.00;2;2;1.67;19.95
0.00;30.00;120.00;18.93;151;12.00;1;1;2.11;18.93
0.00;30.00;720.00;8.36;152;6.17;6;6;17.88;10.70
0.00;30.00;960.00;14.16;153;5.88;8;8;10.93;14.42
0.00;30.00;120.00;18.35;32;5.00;1;1;0.91;18.35
0.00;30.00;0.00;-1.00;33;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
0.00;30.00;1080.00;15.01;36;5.00;9;9;9.99;15.08
0.00;30.00;120.00;15.13;37;5.00;1;1;1.10;15.13
0.00;30.00;0.00;-1.00;38;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;10.25;40;5.00;2;2;3.25;12.92
0.00;30.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;42;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
0.00;30.00;1200.00;7.69;44;5.00;10;11;22.24;8.73
0.00;30.00;120.00;9.65;45;5.00;1;1;1.73;9.65
0.00;30.00;0.00;-1.00;46;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;7.09;47;5.00;2;3;75.50;7.88
0.00;30.00;120.00;2.89;48;5.00;1;2;86.18;2.89
0.00;30.00;120.00;4.05;49;5.00;1;2;84.44;4.05
0.00;30.00;120.00;15.48;50;5.00;1;1;1.08;15.48
0.00;30.00;0.00;-1.00;51;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;19.93;54;5.00;2;2;1.67;20.23
0.00;30.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;56;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;15.21;58;5.00;1;1;1.10;15.21
0.00;30.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;60;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;20.50;62;5.00;2;2;1.63;20.74
0.00;30.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;64;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.46;66;5.00;1;2;76.47;5.46
0.00;30.00;120.00;5.30;67;5.00;1;2;77.24;5.30
0.00;30.00;120.00;5.34;68;5.00;1;1;3.12;5.34
0.00;30.00;0.00;-1.00;69;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;70;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;6.48;71;5.00;1;1;2.57;6.48
0.00;30.00;0.00;-1.00;72;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;73;-1.00;0;0;0.00;-1.00
0.00;30.00;840.00;17.50;74;5.00;7;7;6.67;17.52
0.00;30.00;0.00;-1.00;75;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;16.88;76;5.00;8;8;7.90;16.90
0.00;30.00;120.00;9.22;78;5.00;1;1;1.81;9.22
0.00;30.00;0.00;-1.00;79;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;80;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;82;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;83;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;84;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;85;-1.00;0;0;0.00;-1.00
0.00;30.00;1080.00;11.20;86;5.00;9;9;13.39;12.66
0.00;30.00;960.00;16.80;87;5.00;8;8;7.94;16.99
0.00;30.00;0.00;-1.00;88;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;89;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;90;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;18.29;92;5.00;3;3;2.73;18.32
0.00;30.00;120.00;17.35;93;5.00;1;1;0.96;17.35
0.00;30.00;120.00;18.92;94;5.00;1;1;0.88;18.92
0.00;30.00;0.00;-1.00;96;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;97;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;98;-1.00;0;0;0.00;-1.00
0.00;30.00;480.00;17.91;100;5.00;4;4;3.72;17.92
0.00;30.00;360.00;16.64;101;5.00;3;4;3.95;16.64
0.00;30.00;480.00;18.74;102;5.00;4;4;3.56;18.74
0.00;30.00;0.00;-1.00;104;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;13.71;105;5.00;1;1;1.22;13.71
0.00;30.00;120.00;3.74;106;5.00;1;2;85.31;3.74
0.00;30.00;120.00;7.87;107;5.00;1;2;73.49;7.87
0.00;30.00;0.00;-1.00;108;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;109;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;0;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;1;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;2;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;3;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;4;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;6;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;10.07;8;8.50;2;2;5.85;10.16
30.00;60.00;0.00;-1.00;9;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;9.35;10;8.50;2;2;7.09;11.26
30.00;60.00;0.00;-1.00;11;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;13;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
30.00;60.00;360.00;13.37;110;9.67;3;3;7.54;13.61
30.00;60.00;0.00;-1.00;111;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;112;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;16;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;1.29;17;5.00;2;2;25.81;2.67
30.00;60.00;240.00;0.61;18;5.00;2;2;54.58;2.33
30.00;60.00;240.00;0.93;19;5.00;2;2;35.86;2.46
30.00;60.00;120.00;9.95;20;12.00;1;1;4.02;9.95
30.00;60.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;15.55;23;5.00;1;1;1.07;15.55
30.00;60.00;0.00;-1.00;24;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;25;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;0.13;28;5.00;1;0;95.96;0.13
30.00;60.00;120.00;0.16;29;5.00;1;0;95.30;0.16
30.00;60.00;0.00;-1.00;30;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;31;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;20.19;150;5.00;1;1;0.83;20.19
30.00;60.00;0.00;-1.00;151;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;9.51;152;5.00;2;2;3.50;13.60
30.00;60.00;240.00;10.12;153;5.00;2;2;3.29;12.94
30.00;60.00;120.00;19.23;32;5.00;1;2;1.49;19.23
30.00;60.00;0.00;-1.00;33;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
30.00;60.00;960.00;16.64;36;5.00;8;8;8.01;16.66
30.00;60.00;120.00;18.31;37;5.00;1;1;0.91;18.31
30.00;60.00;0.00;-1.00;38;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;19.18;40;5.00;1;1;0.87;19.18
30.00;60.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;42;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
30.00;60.00;840.00;10.88;44;5.00;7;6;10.16;11.36
30.00;60.00;120.00;17.85;45;5.00;1;1;0.93;17.85
30.00;60.00;0.00;-1.00;46;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;47;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;48;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;49;-1.00;0;0;100.00;-1.00
30.00;60.00;120.00;18.39;50;5.00;1;1;0.91;18.39
30.00;60.00;0.00;-1.00;51;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;18.85;54;5.00;1;1;0.88;18.85
30.00;60.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;56;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;18.72;58;5.00;1;1;0.89;18.72
30.00;60.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;60;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;18.65;62;5.00;1;1;0.89;18.65
30.00;60.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;64;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;66;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;67;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;68;-1.00;0;1;63.70;-1.00
30.00;60.00;0.00;-1.00;69;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;70;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;71;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;6.23;72;5.00;1;1;2.68;6.23
30.00;60.00;240.00;5.62;73;5.00;2;2;5.93;5.96
30.00;60.00;360.00;19.00;74;5.00;3;3;2.63;19.08
