step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;628285714;0;1;85;245;16.38;1.16;-1.00;0.00;85;0;0.00;160
0;0;628285743;0;0;95;245;15.58;1.09;-1.00;0.11;95;0;1.00;150
0;0;628285744;0;1;115;245;14.82;1.01;-1.00;0.43;115;0;2.00;130
0;0;628285745;0;2;129;245;13.77;0.93;-1.00;0.71;129;0;3.00;116
0;0;628285747;0;2;142;245;12.92;0.87;-1.00;1.01;142;0;4.00;103
0;0;628285748;0;5;153;245;12.03;0.81;-1.00;1.30;153;0;5.00;92
0;0;628285750;0;6;161;245;11.48;0.77;-1.00;1.53;161;0;6.00;84
0;0;628285751;0;12;167;245;10.65;0.71;-1.00;1.73;167;0;7.00;78
0;0;628285753;0;16;176;246;10.09;0.67;-1.00;2.05;176;0;8.00;70
0;0;628285755;0;18;181;247;9.76;0.65;-1.00;2.24;181;0;9.00;66
0;0;628285757;0;20;186;247;9.53;0.63;-1.00;2.45;186;0;10.00;61
1;0;628285759;1;26;192;248;9.17;0.61;11.00;2.67;191;0;11.00;56
1;0;628285761;1;23;199;248;9.07;0.59;11.00;2.96;198;0;12.00;49
1;0;628285764;1;27;203;248;9.02;0.59;11.00;3.16;202;0;13.00;45
1;0;628285766;1;34;208;248;8.90;0.58;11.00;3.42;207;0;14.00;40
1;0;628285769;1;39;211;252;8.86;0.57;11.00;3.45;210;0;15.00;41
1;0;628285772;1;43;214;252;8.72;0.56;11.00;3.63;213;0;16.00;38
1;0;628285774;1;48;217;252;8.62;0.55;11.00;3.81;216;0;17.00;35
2;0;628285784;2;53;221;255;8.66;0.55;14.50;3.99;219;0;18.00;34
2;0;628285787;2;55;223;255;8.70;0.55;14.50;4.12;221;0;19.00;32
2;0;628285789;2;62;224;255;8.69;0.55;14.50;4.19;222;0;20.00;31
3;0;628285799;3;64;231;259;8.76;0.55;16.67;4.35;228;0;21.00;28
4;0;628285802;4;66;236;260;8.72;0.55;18.00;4.64;232;0;22.00;24
4;0;628285805;4;69;240;260;8.73;0.55;18.00;4.95;236;0;23.00;20
5;0;628285808;5;73;245;264;8.66;0.54;19.20;5.04;240;0;24.00;19
5;0;628285811;5;78;249;264;8.57;0.54;19.20;5.36;244;0;25.00;15
5;0;628285814;5;78;250;264;8.55;0.53;19.20;5.41;245;0;26.00;14
6;0;628285817;6;86;251;265;8.52;0.53;19.83;5.49;245;0;27.00;14
6;0;628285820;6;90;254;265;8.50;0.53;19.83;5.69;248;0;28.00;11
6;0;628285823;6;90;259;271;8.44;0.52;19.83;5.60;253;0;29.00;12
6;0;628285829;6;92;261;271;8.34;0.52;19.83;5.70;255;0;30.00;10
7;0;628285832;7;97;262;272;8.23;0.51;21.00;5.68;255;0;31.00;10
7;0;628285835;7;102;263;272;8.25;0.51;21.00;5.73;256;0;32.00;9
8;0;628285838;8;106;263;272;8.26;0.51;22.50;5.73;255;0;33.00;9
8;0;628285841;8;109;264;272;8.38;0.52;22.50;5.78;256;0;34.00;8
9;0;628285844;9;113;264;272;8.40;0.52;23.44;5.78;255;0;35.00;8
