step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;627183766;0;1;87;245;16.43;1.16;-1.00;0.00;87;0;0.00;158
0;0;627183792;0;1;99;245;15.37;1.07;-1.00;0.12;99;0;1.00;146
0;0;627183793;0;2;122;245;14.72;1.00;-1.00;0.48;122;0;2.00;123
0;0;627183795;0;2;137;245;13.62;0.92;-1.00;0.75;137;0;3.00;108
0;0;627183796;0;1;146;245;12.79;0.86;-1.00;0.95;146;0;4.00;99
0;0;627183797;0;3;155;245;11.96;0.80;-1.00;1.19;155;0;5.00;90
0;0;627183799;0;7;163;245;11.16;0.75;-1.00;1.42;163;0;6.00;82
0;0;627183801;0;10;170;245;10.40;0.70;-1.00;1.65;170;0;7.00;75
0;0;627183802;0;16;174;246;10.09;0.67;-1.00;1.80;174;0;8.00;72
0;0;627183804;0;21;179;247;9.80;0.65;-1.00;2.00;179;0;9.00;68
0;0;627183806;0;19;184;247;9.71;0.64;-1.00;2.22;184;0;10.00;63
0;0;627183808;0;25;190;248;9.50;0.63;-1.00;2.44;190;0;11.00;58
1;0;627183810;1;26;197;248;9.24;0.61;12.00;2.78;196;0;12.00;51
1;0;627183813;1;28;201;248;9.21;0.60;12.00;2.99;200;0;13.00;47
1;0;627183815;1;30;208;248;9.16;0.60;12.00;3.36;207;0;14.00;40
1;0;627183818;1;37;212;252;9.11;0.59;12.00;3.51;211;0;15.00;40
1;0;627183821;1;41;215;252;9.08;0.58;12.00;3.68;214;0;16.00;37
2;0;627183823;2;46;219;252;9.09;0.58;14.50;3.89;217;0;17.00;33
3;0;627183826;3;51;223;255;9.11;0.58;15.67;4.09;220;0;18.00;32
3;0;627183829;3;52;226;255;9.44;0.60;15.67;4.20;223;0;19.00;29
3;0;627183832;3;57;230;255;9.51;0.60;15.67;4.48;227;0;20.00;25
4;0;627183835;4;61;235;259;9.74;0.61;17.00;4.49;231;0;21.00;24
4;0;627183838;4;64;242;260;9.69;0.61;17.00;4.91;238;0;22.00;18
5;0;627183842;5;64;243;260;9.68;0.61;18.20;4.95;238;0;23.00;17
5;0;627183845;5;73;249;264;9.56;0.60;18.20;5.12;244;0;24.00;15
5;0;627183848;5;79;252;264;9.38;0.58;18.20;5.23;247;0;25.00;12
5;0;627183851;5;79;253;264;9.29;0.58;18.20;5.31;248;0;26.00;11
6;0;627183854;6;81;254;265;9.29;0.58;19.33;5.29;248;0;27.00;11
6;0;627183857;6;83;256;265;9.21;0.57;19.33;5.41;250;0;28.00;9
6;0;627183860;6;86;262;271;9.03;0.56;19.33;5.45;256;0;29.00;9
6;0;627183865;6;89;263;271;8.96;0.55;19.33;5.44;257;0;30.00;8
7;0;627183868;7;93;265;272;8.73;0.54;20.57;5.52;258;0;31.00;7
7;0;627183872;7;97;265;272;8.65;0.53;20.57;5.52;258;0;32.00;7
7;0;627183875;7;104;266;272;8.53;0.52;20.57;5.53;259;0;33.00;6
7;0;627183878;7;107;267;272;8.55;0.53;20.57;5.54;260;0;34.00;5
9;0;627183881;9;109;267;272;8.45;0.52;23.33;5.54;258;0;35.00;5
10;0;627183885;10;113;278;284;8.73;0.54;23.90;5.32;268;0;36.00;6
10;0;627183889;10;117;278;284;8.72;0.54;23.90;5.32;268;0;37.00;6
11;0;627183892;11;122;279;284;8.67;0.53;25.18;5.30;268;0;38.00;5
11;0;627183895;11;123;279;284;8.62;0.53;25.18;5.30;268;0;39.00;5
12;0;627183898;12;128;279;284;8.53;0.53;26.17;5.30;267;0;40.00;5
12;0;627183901;12;129;279;284;8.44;0.52;26.17;5.30;267;0;41.00;5
13;0;627183904;13;132;283;288;8.38;0.52;27.00;5.24;270;0;42.00;5
15;0;627183908;15;134;283;288;8.15;0.50;27.60;5.24;268;0;43.00;5
15;0;627183911;15;134;286;292;8.11;0.50;27.60;5.20;271;0;44.00;6
16;0;627183915;16;134;288;294;7.92;0.49;28.25;5.16;272;0;45.00;6
16;0;627183918;16;137;289;294;7.87;0.49;28.25;5.16;273;0;46.00;5
16;0;627183921;16;138;289;294;7.82;0.49;28.25;5.16;273;0;47.00;5
17;0;627183924;17;142;300;307;7.96;0.49;29.06;4.97;283;0;48.00;7
18;0;627183928;18;143;300;307;7.81;0.48;30.17;4.97;282;0;49.00;7
18;0;627183931;18;145;301;307;7.80;0.48;30.17;4.96;283;0;50.00;6
18;0;627183933;18;150;302;308;7.78;0.48;30.17;4.94;284;0;51.00;6
19;0;627183937;19;152;303;309;7.67;0.47;31.26;4.93;284;0;52.00;6
19;0;627183940;19;152;303;309;7.66;0.47;31.26;4.93;284;0;53.00;6
20;0;627183943;20;153;305;312;7.69;0.47;32.40;4.90;285;0;54.00;7
20;0;627183947;20;153;305;312;7.63;0.47;32.40;4.90;285;0;55.00;7
