interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;6.81;0;5.00;1;2;17.31;6.81
0.00;30.00;120.00;6.88;1;5.00;1;2;22.26;6.88
0.00;30.00;120.00;6.30;2;5.00;1;2;33.27;6.30
0.00;30.00;120.00;7.40;3;5.00;1;2;34.88;7.40
0.00;30.00;120.00;5.56;4;5.00;1;1;3.00;5.56
0.00;30.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;4.60;6;5.00;1;1;3.62;4.60
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.28;8;5.00;1;1;1.80;9.28
0.00;30.00;120.00;8.37;9;12.00;1;1;4.78;8.37
0.00;30.00;720.00;2.78;10;6.17;6;6;39.25;5.73
0.00;30.00;600.00;2.68;11;5.00;5;5;31.15;7.33
0.00;30.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;10.31;13;5.00;1;1;1.62;10.31
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;15.93;110;5.00;3;3;3.14;16.02
0.00;30.00;0.00;-1.00;111;-1.00;0;0;0.00;-1.00
0.00;30.00;720.00;14.18;112;5.00;6;6;7.05;14.23
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;16;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;20;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;15.23;23;5.00;8;8;8.76;15.29
0.00;30.00;120.00;9.28;24;5.00;1;1;1.80;9.28
0.00;30.00;120.00;9.35;25;5.00;1;1;1.78;9.35
0.00;30.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.49;28;5.00;1;2;17.04;5.49
0.00;30.00;120.00;4.91;29;5.00;1;1;3.39;4.91
0.00;30.00;120.00;5.33;30;5.00;1;2;39.12;5.33
0.00;30.00;120.00;5.51;31;5.00;1;1;3.03;5.51
0.00;30.00;240.00;19.41;150;5.00;2;2;1.72;19.41
0.00;30.00;120.00;19.51;151;12.00;1;1;2.05;19.51
0.00;30.00;600.00;7.15;152;6.40;5;6;22.72;11.17
0.00;30.00;1080.00;11.86;153;5.78;9;9;14.06;13.51
0.00;30.00;0.00;-1.00;32;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;18.85;33;5.00;1;1;0.88;18.85
0.00;30.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;13.30;36;5.00;3;3;3.76;13.51
0.00;30.00;960.00;16.06;37;5.00;8;8;8.30;16.10
0.00;30.00;0.00;-1.00;38;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;40;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;17.92;42;5.00;1;1;0.93;17.92
0.00;30.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;5.71;44;5.00;3;3;8.76;6.25
0.00;30.00;960.00;9.53;45;5.00;8;8;13.99;9.57
0.00;30.00;120.00;20.87;46;5.00;1;1;0.80;20.87
0.00;30.00;240.00;4.11;47;5.00;2;3;79.04;4.18
0.00;30.00;120.00;5.66;48;5.00;1;2;81.38;5.66
0.00;30.00;120.00;4.94;49;5.00;1;2;80.48;4.94
0.00;30.00;0.00;-1.00;50;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;51;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;54;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;21.29;56;5.00;2;2;1.57;21.29
0.00;30.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;58;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;60;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;62;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;20.50;64;5.00;1;1;0.81;20.50
0.00;30.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.51;66;5.00;1;2;76.68;5.51
0.00;30.00;120.00;5.02;67;5.00;1;2;77.20;5.02
0.00;30.00;120.00;5.59;68;5.00;1;2;76.61;5.59
0.00;30.00;0.00;-1.00;69;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;70;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;71;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;7.73;72;5.00;1;1;2.16;7.73
0.00;30.00;0.00;-1.00;73;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;17.68;74;5.00;2;2;1.89;17.72
0.00;30.00;600.00;16.82;75;5.00;5;5;4.95;16.86
0.00;30.00;960.00;16.65;76;5.00;8;8;8.01;16.70
0.00;30.00;0.00;-1.00;78;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;10.63;79;5.00;1;1;1.57;10.63
0.00;30.00;0.00;-1.00;80;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;82;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;83;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;84;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;85;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;8.58;86;5.00;8;8;15.55;10.33
0.00;30.00;960.00;15.58;87;5.00;8;8;8.56;15.73
0.00;30.00;0.00;-1.00;88;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;89;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;90;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;20.02;92;5.00;3;3;2.50;20.04
0.00;30.00;240.00;19.27;93;5.00;2;2;1.73;19.33
0.00;30.00;120.00;21.39;94;5.00;1;1;0.78;21.39
0.00;30.00;0.00;-1.00;96;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;97;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;98;-1.00;0;0;0.00;-1.00
0.00;30.00;600.00;18.99;100;5.00;5;5;4.39;18.99
0.00;30.00;240.00;18.94;101;5.00;2;2;1.76;18.95
0.00;30.00;360.00;19.45;102;5.00;3;3;2.57;19.60
0.00;30.00;120.00;12.46;104;5.00;1;1;1.34;12.46
0.00;30.00;0.00;-1.00;105;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;3.36;106;5.00;1;2;86.80;3.36
0.00;30.00;0.00;-1.00;107;-1.00;0;1;82.43;-1.00
0.00;30.00;0.00;-1.00;108;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;109;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;0;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;1;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;2;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;3;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;4;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;6;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;10.10;8;8.50;2;2;5.84;10.21
30.00;60.00;0.00;-1.00;9;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;6.91;10;12.00;1;1;5.79;6.91
30.00;60.00;120.00;20.63;11;5.00;1;1;0.81;20.63
30.00;60.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;13;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;12.66;110;12.00;2;2;6.32;12.67
30.00;60.00;0.00;-1.00;111;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;16.30;112;5.00;1;1;1.02;16.30
30.00;60.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;4.32;16;5.00;2;2;7.71;4.40
30.00;60.00;0.00;-1.00;17;-1.00;0;1;33.16;-1.00
30.00;60.00;360.00;1.07;18;5.00;3;3;46.54;3.43
30.00;60.00;240.00;0.74;19;5.00;2;2;45.21;2.96
30.00;60.00;120.00;9.52;20;12.00;1;1;4.20;9.52
30.00;60.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;13.79;23;5.00;1;1;1.21;13.79
30.00;60.00;0.00;-1.00;24;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;25;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;0.15;28;5.00;1;0;95.90;0.15
30.00;60.00;0.00;-1.00;29;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;0.13;30;5.00;1;0;95.85;0.13
30.00;60.00;0.00;-1.00;31;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;20.39;150;5.00;1;1;0.82;20.39
30.00;60.00;0.00;-1.00;151;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;10.69;152;5.00;2;2;3.12;14.01
30.00;60.00;240.00;9.14;153;5.00;2;2;3.65;10.35
30.00;60.00;120.00;19.23;32;5.00;1;1;0.87;19.23
30.00;60.00;120.00;21.36;33;5.00;1;1;0.78;21.36
30.00;60.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;17.16;36;5.00;1;1;0.97;17.16
30.00;60.00;720.00;16.84;37;5.00;6;6;5.94;16.91
30.00;60.00;240.00;21.04;38;5.00;2;2;1.58;21.04
30.00;60.00;120.00;19.87;40;5.00;1;1;0.84;19.87
30.00;60.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;22.16;42;5.00;1;1;0.75;22.16
30.00;60.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;9.98;44;5.00;1;2;1.92;9.98
30.00;60.00;600.00;7.80;45;5.00;5;5;10.69;10.12
30.00;60.00;120.00;20.98;46;5.00;1;1;0.79;20.98
30.00;60.00;0.00;-1.00;47;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;48;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;49;-1.00;0;0;100.00;-1.00
30.00;60.00;0.00;-1.00;50;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;19.62;51;5.00;2;2;1.70;19.71
30.00;60.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;54;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
30.00;60.00;120.00;19.04;56;5.00;1;1;0.88;19.04
30.00;60.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;58;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;19.79;60;5.00;2;2;1.68;19.98
30.00;60.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;62;-1.00;0;0;0.00;-1.00
30.00;60.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
30.00;60.00;240.00;20.05;64;5.00;2;2;1.66;20.10
30.00;60.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
