step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;622492739;0;1;85;245;16.58;1.17;-1.00;0.00;85;0;0.00;160
0;0;622492769;0;1;98;245;15.82;1.09;-1.00;0.13;98;0;1.00;147
0;0;622492770;0;0;118;245;15.16;1.03;-1.00;0.45;118;0;2.00;127
0;0;622492771;0;1;132;245;14.19;0.96;-1.00;0.72;132;0;3.00;113
0;0;622492772;0;1;146;245;13.14;0.88;-1.00;1.03;146;0;4.00;99
0;0;622492774;0;3;156;245;11.96;0.80;-1.00;1.29;156;0;5.00;89
0;0;622492775;0;3;167;245;11.11;0.74;-1.00;1.60;167;0;6.00;78
0;0;622492776;0;9;174;245;10.36;0.69;-1.00;1.82;174;0;7.00;71
0;0;622492778;0;15;183;246;9.69;0.64;-1.00;2.12;183;0;8.00;63
0;0;622492780;0;17;190;247;9.40;0.62;-1.00;2.37;190;0;9.00;57
0;0;622492782;0;19;197;247;9.06;0.60;-1.00;2.64;197;0;10.00;50
1;0;622492784;1;27;203;248;8.74;0.57;11.00;2.84;202;0;11.00;45
1;0;622492786;1;32;208;248;8.63;0.57;11.00;3.06;207;0;12.00;40
1;0;622492789;1;34;212;248;8.47;0.55;11.00;3.25;211;0;13.00;36
2;0;622492792;2;36;216;248;8.36;0.54;12.50;3.45;214;0;14.00;32
2;0;622492795;2;46;223;252;8.08;0.52;12.50;3.69;221;0;15.00;29
2;0;622492799;2;44;224;252;8.05;0.52;12.50;3.74;222;0;16.00;28
3;0;622492802;3;52;229;252;7.94;0.51;14.00;4.00;226;0;17.00;23
3;0;622492805;3;55;231;255;7.90;0.51;14.00;4.06;228;0;18.00;24
3;0;622492808;3;60;233;255;7.85;0.50;14.00;4.11;230;0;19.00;22
4;0;622492811;4;66;235;255;7.83;0.50;15.50;4.25;231;0;20.00;20
5;0;622492814;5;70;242;259;8.01;0.51;16.60;4.40;237;0;21.00;17
