interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;7.60;0;5.00;1;1;2.19;7.60
0.00;30.00;120.00;6.24;1;5.00;1;2;11.29;6.24
0.00;30.00;120.00;7.00;2;5.00;1;2;12.77;7.00
0.00;30.00;120.00;7.96;3;5.00;1;2;33.15;7.96
0.00;30.00;120.00;5.04;4;5.00;1;1;3.30;5.04
0.00;30.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.39;6;5.00;1;1;3.09;5.39
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.33;8;5.00;1;1;1.79;9.33
0.00;30.00;120.00;10.29;9;12.00;1;1;3.89;10.29
0.00;30.00;720.00;3.68;10;6.17;6;6;30.42;6.83
0.00;30.00;600.00;3.45;11;5.00;5;5;24.16;6.93
0.00;30.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;10.52;13;5.00;1;1;1.58;10.52
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;16.32;110;5.00;3;3;3.06;16.32
0.00;30.00;120.00;6.90;111;5.00;1;1;2.42;6.90
0.00;30.00;600.00;12.18;112;5.00;5;5;6.84;12.69
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;16;-1.00;0;1;0.24;-1.00
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;20;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;14.98;23;5.00;8;8;8.90;15.01
0.00;30.00;120.00;8.44;24;5.00;1;1;1.97;8.44
0.00;30.00;120.00;9.52;25;5.00;1;1;1.75;9.52
0.00;30.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.23;28;5.00;1;2;15.69;5.23
0.00;30.00;120.00;5.17;29;5.00;1;1;3.23;5.17
0.00;30.00;120.00;5.32;30;5.00;1;2;38.77;5.32
0.00;30.00;120.00;4.31;31;5.00;1;1;3.86;4.31
0.00;30.00;240.00;19.35;150;5.00;2;2;1.72;19.38
0.00;30.00;120.00;19.61;151;12.00;1;1;2.04;19.61
0.00;30.00;720.00;6.13;152;6.17;6;6;28.42;10.23
0.00;30.00;960.00;14.74;153;5.88;8;8;10.48;15.09
0.00;30.00;0.00;-1.00;32;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;17.06;33;5.00;1;1;0.98;17.06
0.00;30.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;15.01;36;5.00;3;3;3.33;15.14
0.00;30.00;840.00;16.43;37;5.00;7;8;7.58;16.46
0.00;30.00;0.00;-1.00;38;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;40;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;42;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;7.14;44;5.00;2;3;4.86;7.54
0.00;30.00;1080.00;8.30;45;5.00;9;9;18.06;9.26
0.00;30.00;0.00;-1.00;46;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;7.24;47;5.00;2;3;75.08;9.01
0.00;30.00;120.00;3.10;48;5.00;1;2;85.70;3.10
0.00;30.00;120.00;2.74;49;5.00;1;2;86.59;2.74
0.00;30.00;0.00;-1.00;50;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;51;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;52;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;54;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;55;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;19.06;56;5.00;1;1;0.87;19.06
0.00;30.00;0.00;-1.00;57;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;58;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;59;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;60;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;61;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;62;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;63;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;19.60;64;5.00;1;1;0.85;19.60
0.00;30.00;0.00;-1.00;65;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.57;66;5.00;1;2;76.88;5.57
0.00;30.00;120.00;5.66;67;5.00;1;2;76.89;5.66
0.00;30.00;120.00;5.66;68;5.00;1;2;76.97;5.66
0.00;30.00;0.00;-1.00;69;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;70;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;71;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;6.83;72;5.00;1;1;2.44;6.83
0.00;30.00;0.00;-1.00;73;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;18.15;74;5.00;2;2;1.84;18.15
0.00;30.00;480.00;17.23;75;5.00;4;4;3.87;17.24
0.00;30.00;1080.00;17.71;76;5.00;9;9;8.47;17.75
0.00;30.00;0.00;-1.00;78;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;10.16;79;5.00;1;1;1.64;10.16
0.00;30.00;0.00;-1.00;80;-1.00;0;0;0.00;-1.00
