step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;214028589;0;1;88;246;16.16;1.14;-1.00;0.00;88;0;0.00;157
0;0;214028624;0;1;102;246;15.34;1.06;-1.00;0.14;102;0;1.00;143
0;0;214028626;0;2;124;246;14.49;0.99;-1.00;0.47;124;0;2.00;121
0;0;214028627;0;3;137;246;13.57;0.92;-1.00;0.71;137;0;3.00;108
0;0;214028628;0;4;150;246;12.54;0.84;-1.00;0.99;150;0;4.00;95
0;0;214028630;0;4;158;246;11.82;0.79;-1.00;1.20;158;0;5.00;87
0;0;214028631;0;7;169;246;11.01;0.73;-1.00;1.51;169;0;6.00;76
0;0;214028634;0;14;179;246;10.23;0.68;-1.00;1.82;179;0;7.00;66
0;0;214028636;0;19;185;247;9.72;0.64;-1.00;2.02;185;0;8.00;61
0;0;214028638;0;19;192;248;9.16;0.61;-1.00;2.27;192;0;9.00;55
0;0;214028640;0;24;198;248;8.97;0.59;-1.00;2.51;198;0;10.00;49
0;0;214028643;0;30;205;249;8.77;0.58;-1.00;2.75;205;0;11.00;43
1;0;214028645;1;34;210;249;8.68;0.57;12.00;2.97;209;0;12.00;38
2;0;214028648;2;38;214;249;8.58;0.56;12.50;3.15;212;0;13.00;34
2;0;214028653;2;45;220;249;8.41;0.55;12.50;3.45;218;0;14.00;28
2;0;214028656;2;48;224;253;8.37;0.54;12.50;3.53;222;0;15.00;28
2;0;214028660;2;51;227;253;8.50;0.54;12.50;3.67;225;0;16.00;25
2;0;214028663;2;53;230;253;8.51;0.54;12.50;3.78;228;0;17.00;22
3;0;214028666;3;61;234;256;8.56;0.54;14.33;3.94;231;0;18.00;21
3;0;214028670;3;63;234;256;8.71;0.55;14.33;3.94;231;0;19.00;21
3;0;214028673;3;67;236;256;8.68;0.55;14.33;4.08;233;0;20.00;19
3;0;214028676;3;72;243;260;8.82;0.56;14.33;4.24;240;0;21.00;16
6;0;214028679;6;78;245;261;8.74;0.55;18.17;4.30;239;0;22.00;15
7;0;214028683;7;79;246;261;8.61;0.54;18.71;4.37;239;0;23.00;14
7;0;214028687;7;83;249;265;8.58;0.54;18.71;4.42;242;0;24.00;15
7;0;214028690;7;87;252;265;8.58;0.54;18.71;4.42;245;0;25.00;12
7;0;214028701;7;90;253;265;8.53;0.53;18.71;4.50;246;0;26.00;11
7;0;214028706;7;92;255;266;8.42;0.53;18.71;4.61;248;0;27.00;10
7;0;214028709;7;94;255;266;8.45;0.53;18.71;4.61;248;0;28.00;10
7;0;214028712;7;98;261;272;8.41;0.52;18.71;4.63;254;0;29.00;10
7;0;214028719;7;100;262;272;8.37;0.52;18.71;4.62;255;0;30.00;9
8;0;214028722;8;100;264;273;8.28;0.52;19.88;4.71;256;0;31.00;8
8;0;214028725;8;104;264;273;8.29;0.52;19.88;4.71;256;0;32.00;8
9;0;214028729;9;106;266;273;8.27;0.51;21.33;4.92;257;0;33.00;6
10;0;214028731;10;110;267;273;8.19;0.51;22.60;5.00;257;0;34.00;5
10;0;214028736;10;113;268;273;8.20;0.51;22.60;5.04;258;0;35.00;4
11;0;214028739;11;115;278;285;8.48;0.53;23.18;4.86;267;0;36.00;6
12;0;214028743;12;119;281;285;8.37;0.52;24.00;4.85;269;0;37.00;3
12;0;214028746;12;120;281;285;8.23;0.51;24.00;4.85;269;0;38.00;3
12;0;214028750;12;124;281;285;8.18;0.51;24.00;4.85;269;0;39.00;3
12;0;214028754;12;126;281;285;8.13;0.51;24.00;4.85;269;0;40.00;3
14;0;214028757;14;128;281;285;8.05;0.50;25.86;4.85;267;0;41.00;3
16;0;214028760;16;130;285;289;8.02;0.50;26.44;4.80;269;0;42.00;3
16;0;214028763;16;130;285;289;7.95;0.50;26.44;4.80;269;0;43.00;3
18;0;214028767;18;133;289;293;7.92;0.49;27.67;4.74;271;0;44.00;3
18;0;214028771;18;138;291;295;7.93;0.49;27.67;4.71;273;0;45.00;3
18;0;214028774;18;141;291;295;7.82;0.49;27.67;4.71;273;0;46.00;3
19;0;214028776;19;143;291;295;7.70;0.48;28.68;4.71;272;0;47.00;3
20;0;214028779;20;147;302;308;7.91;0.49;29.60;4.54;282;0;48.00;5
20;0;214028784;20;149;302;308;7.80;0.48;29.60;4.54;282;0;49.00;5
20;0;214028788;20;150;302;308;7.76;0.48;29.60;4.54;282;0;50.00;5
20;0;214028790;20;148;303;309;7.68;0.48;29.60;4.53;283;0;51.00;5
21;0;214028794;21;150;304;310;7.56;0.47;30.57;4.52;283;0;52.00;5
21;0;214028797;21;154;304;310;7.50;0.47;30.57;4.52;283;0;53.00;5
23;0;214028800;23;154;306;313;7.44;0.46;31.70;4.49;283;0;54.00;6
25;0;214028804;25;157;306;313;7.26;0.45;33.44;4.49;281;0;55.00;6
25;0;214028807;25;145;307;313;7.29;0.45;33.44;4.48;282;0;56.00;5
27;0;214028809;27;143;307;313;7.16;0.44;32.96;4.48;280;0;57.00;5
28;0;214028813;28;141;313;319;7.31;0.45;33.86;4.41;285;0;58.00;5
28;0;214028817;28;142;313;319;7.30;0.45;33.86;4.41;285;0;59.00;5
28;0;214028822;28;144;313;319;7.33;0.45;33.86;4.41;285;0;60.00;5
28;0;214028824;28;146;313;319;7.37;0.45;33.86;4.41;285;0;61.00;5
29;0;214028828;29;152;317;323;7.36;0.45;34.83;4.37;288;0;62.00;5
30;0;214028831;30;153;318;324;7.43;0.45;35.60;4.36;288;0;63.00;5
30;0;214028835;30;155;318;324;7.46;0.46;35.60;4.36;288;0;64.00;5
30;0;214028839;30;156;319;325;7.59;0.46;35.60;4.34;289;0;65.00;5
31;0;214028842;31;157;319;325;7.54;0.46;36.35;4.34;288;0;66.00;5
33;0;214028845;33;146;319;325;7.56;0.46;36.85;4.34;286;0;67.00;5
33;0;214028850;33;142;319;325;7.65;0.46;36.85;4.34;286;0;68.00;5
33;0;214028853;33;140;319;325;7.78;0.47;36.85;4.34;286;0;69.00;5
34;0;214028856;34;137;319;325;7.85;0.48;37.82;4.34;285;0;70.00;5
34;0;214028859;34;132;319;325;8.03;0.49;37.82;4.34;285;0;71.00;5
36;0;214028862;36;136;352;395;8.24;0.50;39.72;3.94;316;0;72.00;42
36;0;214028872;36;128;353;396;8.38;0.51;39.72;3.93;317;0;73.00;42
36;0;214028875;36;122;360;396;8.76;0.54;39.72;3.89;324;0;74.00;35
36;1;214028879;36;121;362;396;9.00;0.55;39.72;3.89;326;1;75.00;33
36;1;214028895;36;118;364;396;9.19;0.56;39.72;3.89;328;1;76.00;31
36;1;214028900;36;116;365;396;9.22;0.56;39.72;3.89;329;1;77.00;30
36;1;214028909;36;119;369;396;9.36;0.57;39.72;3.91;333;1;78.00;26
37;1;214028919;37;123;370;396;9.41;0.57;40.78;3.92;333;1;79.00;25
38;1;214028923;38;124;373;397;9.45;0.57;41.34;3.95;335;1;80.00;23
39;1;214028927;39;123;375;398;9.42;0.57;42.36;3.98;336;1;81.00;22
39;1;214028930;39;126;378;398;9.42;0.57;42.36;4.03;339;1;82.00;19
41;1;214028935;41;132;385;402;9.31;0.57;44.12;4.03;344;1;83.00;16
42;1;214028940;42;134;386;402;9.30;0.57;45.05;4.03;344;1;84.00;15
42;1;214028944;42;133;386;402;9.26;0.56;45.05;4.03;344;1;85.00;15
42;1;214028948;42;135;386;402;9.14;0.56;45.05;4.03;344;1;86.00;15
42;1;214028954;42;135;391;408;9.02;0.55;45.05;3.99;349;1;87.00;16
43;1;214028959;43;136;391;408;8.73;0.53;46.05;3.99;348;1;88.00;16
43;1;214028965;43;138;391;408;8.59;0.52;46.05;3.99;348;1;89.00;16
44;1;214028973;44;135;395;414;8.46;0.51;47.05;3.95;351;1;90.00;18
46;1;214028977;46;133;395;414;8.29;0.50;48.87;3.95;349;1;91.00;18
47;1;214028981;47;134;397;414;8.26;0.50;49.79;3.94;350;1;92.00;16
49;1;214028985;49;138;398;415;8.05;0.49;51.55;3.93;349;1;93.00;16
50;1;214028989;50;137;399;416;7.98;0.49;50.96;3.93;349;1;94.00;16
52;1;214028993;52;135;399;416;7.86;0.48;52.65;3.93;347;1;95.00;16
53;1;214028997;53;138;410;429;7.87;0.48;53.47;3.82;357;1;96.00;18
54;1;214029003;54;132;410;429;7.87;0.48;54.28;3.82;356;1;97.00;18
57;1;214029006;57;133;410;429;7.94;0.49;56.49;3.82;353;1;98.00;18
58;1;214029010;58;130;411;430;8.12;0.50;57.22;3.81;353;1;99.00;18
60;1;214029014;60;130;411;430;8.20;0.50;58.52;3.81;351;1;100.00;18
60;1;214029023;60;129;414;434;8.52;0.52;58.52;3.79;354;1;101.00;19
61;1;214029028;61;122;414;434;8.65;0.53;59.23;3.79;353;1;102.00;19
61;1;214029031;61;118;418;438;8.77;0.54;59.23;3.77;357;1;103.00;19
61;1;214029037;61;112;418;438;9.02;0.55;59.23;3.77;357;1;104.00;19
64;1;214029042;64;107;420;438;9.07;0.55;61.31;3.90;356;1;105.00;17
65;1;214029047;65;99;420;438;9.25;0.57;61.45;3.90;355;1;106.00;17
65;1;214029053;65;91;420;438;9.39;0.58;61.45;3.90;355;1;107.00;17
67;1;214029057;67;88;431;450;9.59;0.59;62.76;3.81;364;1;108.00;18
67;1;214029062;67;83;432;450;9.73;0.60;62.76;3.80;365;1;109.00;17
67;1;214029067;67;78;432;450;9.90;0.61;62.76;3.80;365;1;110.00;17
68;1;214029072;68;76;432;450;10.04;0.62;63.47;3.80;364;1;111.00;17
69;1;214029077;69;75;432;450;10.20;0.63;64.17;3.80;363;1;112.00;17
69;1;214029081;69;72;432;450;10.36;0.64;64.17;3.80;363;1;113.00;17
69;1;214029087;69;72;433;451;10.43;0.64;64.17;3.79;364;1;114.00;17
70;1;214029092;70;69;433;451;10.55;0.65;64.84;3.79;363;1;115.00;17
72;1;214029097;72;68;438;457;10.60;0.65;66.22;3.76;366;1;116.00;18
72;1;214029104;72;67;440;458;10.68;0.65;66.22;4.01;368;1;117.00;17
74;1;214029109;74;66;440;458;10.67;0.65;67.51;4.01;366;1;118.00;17
75;1;214029114;75;65;440;458;10.68;0.65;68.20;4.01;365;1;119.00;17
76;1;214029122;76;69;445;463;10.81;0.66;68.87;4.23;369;1;120.00;17
76;1;214029128;76;71;447;463;10.93;0.67;68.87;4.43;371;1;121.00;15
80;1;214029136;80;73;448;463;10.92;0.66;71.42;4.70;368;1;122.00;14
81;1;214029142;81;75;449;464;10.91;0.66;71.80;4.69;368;1;123.00;14
82;1;214029147;82;77;456;468;10.81;0.65;72.40;5.02;374;1;124.00;11
83;1;214029155;83;76;456;468;10.79;0.65;72.93;5.02;373;1;125.00;11
83;1;214029161;83;79;461;471;10.88;0.66;72.93;5.37;378;1;126.00;9
83;1;214029167;83;83;462;471;11.04;0.67;72.93;5.36;379;1;127.00;8
85;1;214029173;85;83;465;471;11.15;0.68;73.65;5.60;380;1;128.00;5
85;1;214029179;85;85;467;471;11.23;0.69;73.65;5.72;382;1;129.00;3
87;1;214029185;87;87;471;475;11.41;0.70;74.11;5.68;384;1;130.00;3
87;1;214029192;87;86;471;475;11.42;0.70;74.11;5.68;384;1;131.00;3
88;1;214029197;88;86;472;475;11.53;0.71;74.73;5.75;384;1;132.00;2
90;1;214029205;90;89;472;475;11.63;0.71;75.22;5.75;382;1;133.00;2
91;1;214029211;91;91;474;476;11.71;0.72;75.86;5.81;383;1;134.00;1
93;1;214029218;93;91;476;478;11.73;0.72;77.09;5.78;383;1;135.00;1
